temperature1_c,humidity1_percent,temperature2_c,humidity2_percent,dT1,dT2,avgT1_5,avgT2_5,stdT1_5,stdT2_5,stuck_count1,stuck_count2,diffT,abs_dT1,abs_dT2,label
7.6,81.0,8.5,86.1,0.5,1.2999999999999998,7.2,7.419999999999999,0.22360679774997735,0.6058052492344387,0,0,0.9000000000000004,0.5,1.2999999999999998,0
8.4,84.0,8.9,94.9,0.8000000000000007,0.40000000000000036,7.459999999999999,7.779999999999999,0.5683308895353125,0.8526429498916879,0,0,0.5,0.8000000000000007,0.40000000000000036,1
8.8,88.0,9.3,100.0,0.40000000000000036,0.40000000000000036,7.8,8.2,0.7713624310270756,0.9999999999999993,0,0,0.5,0.40000000000000036,0.40000000000000036,1
9.6,89.0,9.9,100.0,0.7999999999999989,0.5999999999999996,8.3,8.760000000000002,0.9848857801796106,1.0139033484509246,0,0,0.3000000000000007,0.7999999999999989,0.5999999999999996,1
9.9,92.0,10.3,100.0,0.3000000000000007,0.40000000000000036,8.86,9.38,0.9262828941527542,0.7293833011524151,0,0,0.40000000000000036,0.3000000000000007,0.40000000000000036,1
10.3,93.0,10.5,100.0,0.40000000000000036,0.1999999999999993,9.400000000000002,9.780000000000001,0.7842193570679097,0.6723094525588585,0,0,0.1999999999999993,0.40000000000000036,0.1999999999999993,1
10.4,93.0,10.5,100.0,0.09999999999999964,0.0,9.8,10.1,0.6442049363362617,0.5099019513592685,0,1,0.09999999999999964,0.09999999999999964,0.0,0
10.8,94.0,10.5,100.0,0.40000000000000036,0.0,10.2,10.34,0.4636809247747945,0.2607680962080833,0,1,0.3000000000000007,0.40000000000000036,0.0,1
10.3,94.0,10.3,100.0,-0.5,-0.1999999999999993,10.34,10.42,0.32093613071763777,0.10954451150097617,0,0,0.0,0.5,0.1999999999999993,0
10.3,94.0,10.2,100.0,0.0,-0.10000000000000142,10.420000000000002,10.4,0.21679483388680823,0.1414213562372665,1,0,0.10000000000000142,0.0,0.10000000000000142,0
10.3,94.0,10.0,100.0,0.0,-0.1999999999999993,10.42,10.3,0.21679483388680823,0.21213203435593808,1,0,0.3000000000000007,0.0,0.1999999999999993,0
9.9,94.0,9.9,100.0,-0.40000000000000036,-0.09999999999999964,10.32,10.18,0.31937438845344,0.2387467277262459,0,0,0.0,0.40000000000000036,0.09999999999999964,0
9.9,94.0,9.7,100.0,0.0,-0.20000000000000107,10.14,10.02,0.2190890230020856,0.2387467277262505,1,0,0.20000000000000107,0.0,0.20000000000000107,0
9.9,94.0,9.5,100.0,0.0,-0.1999999999999993,10.06,9.86,0.21908902300208472,0.2701851217221153,1,0,0.40000000000000036,0.0,0.1999999999999993,0
9.6,94.0,9.3,100.0,-0.3000000000000007,-0.1999999999999993,9.919999999999998,9.68,0.2489979919597896,0.28635642126552074,0,0,0.29999999999999893,0.3000000000000007,0.1999999999999993,0
9.6,94.0,9.1,100.0,0.0,-0.20000000000000107,9.78,9.5,0.16431676725157002,0.3162277660168361,1,0,0.5,0.0,0.20000000000000107,0
9.2,93.0,9.0,100.0,-0.40000000000000036,-0.09999999999999964,9.64,9.319999999999999,0.2880972058177687,0.2863564212655285,0,0,0.1999999999999993,0.40000000000000036,0.09999999999999964,0
9.2,93.0,8.9,100.0,0.0,-0.09999999999999964,9.499999999999998,9.16,0.3000000000000078,0.24083189157585105,1,0,0.29999999999999893,0.0,0.09999999999999964,0
9.0,93.0,8.7,100.0,-0.1999999999999993,-0.20000000000000107,9.319999999999999,9.0,0.2683281572999802,0.22360679774998807,0,0,0.3000000000000007,0.1999999999999993,0.20000000000000107,0
8.8,93.0,8.6,100.0,-0.1999999999999993,-0.09999999999999964,9.16,8.86,0.2966479394838292,0.2073644135332897,0,0,0.20000000000000107,0.1999999999999993,0.09999999999999964,0
8.8,93.0,8.5,100.0,0.0,-0.09999999999999964,9.0,8.74,0.20000000000000048,0.20736441353329227,1,0,0.3000000000000007,0.0,0.09999999999999964,0
8.8,92.0,8.4,100.0,0.0,-0.09999999999999964,8.92,8.620000000000001,0.17888543819998184,0.1923538406167322,1,0,0.40000000000000036,0.0,0.09999999999999964,0
8.4,92.0,8.3,100.0,-0.40000000000000036,-0.09999999999999964,8.760000000000002,8.5,0.21908902300206234,0.15811388300844442,0,0,0.09999999999999964,0.40000000000000036,0.09999999999999964,0
8.4,92.0,8.3,100.0,0.0,0.0,8.64,8.42,0.2190890230020599,0.1303840481040867,1,1,0.09999999999999964,0.0,0.0,0
8.4,92.0,8.2,100.0,0.0,-0.10000000000000142,8.559999999999999,8.34,0.21908902300205826,0.11401754250995555,1,0,0.20000000000000107,0.0,0.10000000000000142,0
8.4,92.0,8.1,100.0,0.0,-0.09999999999999964,8.48,8.26,0.1788854381999712,0.11401754250995867,1,0,0.3000000000000007,0.0,0.09999999999999964,0
8.4,92.0,8.1,100.0,0.0,0.0,8.4,8.2,0.0,0.10000000000005406,1,1,0.3000000000000007,0.0,0.0,0
8.4,92.0,8.0,100.0,0.0,-0.09999999999999964,8.4,8.139999999999999,0.0,0.11401754250996406,1,0,0.40000000000000036,0.0,0.09999999999999964,0
8.0,91.0,8.0,100.0,-0.40000000000000036,0.0,8.32,8.08,0.1788854381999668,0.08366600265347922,0,1,0.0,0.40000000000000036,0.0,0
8.0,91.0,8.0,100.0,0.0,0.0,8.24,8.04,0.21908902300205144,0.05477225575062963,1,1,0.0,0.0,0.0,0
8.0,91.0,7.9,99.9,0.0,-0.09999999999999964,8.16,8.0,0.21908902300204983,0.07071067811874449,1,0,0.09999999999999964,0.0,0.09999999999999964,0
8.0,90.0,7.9,98.3,0.0,0.0,8.08,7.960000000000001,0.17888543819996083,0.054772255750636115,1,1,0.09999999999999964,0.0,0.0,0
8.0,90.0,7.9,96.6,0.0,0.0,8.0,7.94,0.0,0.054772255750638106,1,1,0.09999999999999964,0.0,0.0,0
8.0,89.0,7.8,94.9,0.0,-0.10000000000000053,8.0,7.9,0.0,0.07071067811875234,1,0,0.20000000000000018,0.0,0.10000000000000053,0
8.0,89.0,7.8,93.9,0.0,0.0,8.0,7.860000000000001,0.0,0.0547722557506471,1,1,0.20000000000000018,0.0,0.0,0
7.7,88.0,7.8,92.7,-0.2999999999999998,0.0,7.94,7.840000000000001,0.13416407864995278,0.05477225575064917,0,1,0.09999999999999964,0.2999999999999998,0.0,0
7.6,88.0,7.8,91.5,-0.10000000000000053,0.0,7.860000000000001,7.82,0.19493588689615401,0.04472135955016049,0,1,0.20000000000000018,0.10000000000000053,0.0,0
7.6,88.0,7.7,90.5,0.0,-0.09999999999999964,7.779999999999999,7.779999999999999,0.2049390153191664,0.044721359550165554,1,0,0.10000000000000053,0.0,0.09999999999999964,0
7.6,88.0,7.7,89.5,0.0,0.0,7.7,7.76,0.17320508075685564,0.05477225575065721,1,1,0.10000000000000053,0.0,0.0,0
7.6,87.0,7.7,88.6,0.0,0.0,7.62,7.74,0.04472135954986387,0.0547722557506592,1,1,0.10000000000000053,0.0,0.0,0
7.6,86.0,7.7,87.8,0.0,0.0,7.6,7.720000000000001,0.0,0.04472135955017311,1,1,0.10000000000000053,0.0,0.0,0
7.6,85.0,7.7,87.0,0.0,0.0,7.6,7.7,0.0,0.0,1,1,0.10000000000000053,0.0,0.0,0
7.6,85.0,7.6,86.4,0.0,-0.10000000000000053,7.6,7.68,0.0,0.044721359550179064,1,0,0.0,0.0,0.10000000000000053,0
7.6,84.0,7.6,85.6,0.0,0.0,7.6,7.659999999999999,0.0,0.05477225575066852,1,1,0.0,0.0,0.0,0
7.6,84.0,7.5,84.7,0.0,-0.09999999999999964,7.6,7.62,0.0,0.0836660026535097,1,0,0.09999999999999964,0.0,0.09999999999999964,0
7.6,84.0,7.5,84.5,0.0,0.0,7.6,7.58,0.0,0.0836660026535124,1,1,0.09999999999999964,0.0,0.0,0
7.6,83.0,7.5,84.0,0.0,0.0,7.6,7.540000000000001,0.0,0.05477225575068092,1,1,0.09999999999999964,0.0,0.0,0
7.3,83.0,7.5,83.5,-0.2999999999999998,0.0,7.540000000000001,7.5200000000000005,0.134164078649941,0.044721359550199714,0,1,0.20000000000000018,0.2999999999999998,0.0,0
7.1,82.0,7.5,83.0,-0.20000000000000018,0.0,7.4399999999999995,7.5,0.23021728866439814,0.0,0,1,0.40000000000000036,0.20000000000000018,0.0,0
7.1,82.0,7.4,82.6,0.0,-0.09999999999999964,7.340000000000001,7.4799999999999995,0.2509980079601949,0.04472135955020567,1,0,0.3000000000000007,0.0,0.09999999999999964,0
7.1,81.0,7.4,82.3,0.0,0.0,7.239999999999999,7.460000000000001,0.21908902300203256,0.05477225575069033,1,1,0.3000000000000007,0.0,0.0,0
7.1,81.0,7.4,81.9,0.0,0.0,7.140000000000001,7.44,0.0894427190999033,0.054772255750692576,1,1,0.3000000000000007,0.0,0.0,0
7.1,80.0,7.4,81.6,0.0,0.0,7.1,7.42,0.0,0.044721359550213995,1,1,0.3000000000000007,0.0,0.0,0
7.1,80.0,7.4,81.3,0.0,0.0,7.1,7.4,0.0,0.0,1,1,0.3000000000000007,0.0,0.0,0
7.1,80.0,7.3,81.0,0.0,-0.10000000000000053,7.1,7.38,0.0,0.0447213595502204,1,0,0.20000000000000018,0.0,0.10000000000000053,0
7.1,80.0,7.3,80.4,0.0,0.0,7.1,7.360000000000001,0.0,0.05477225575070264,1,1,0.20000000000000018,0.0,0.0,0
7.1,80.0,7.3,80.6,0.0,0.0,7.1,7.340000000000001,0.0,0.054772255750705066,1,1,0.20000000000000018,0.0,0.0,0
7.1,79.0,7.3,80.4,0.0,0.0,7.1,7.32,0.0,0.044721359550229337,1,1,0.20000000000000018,0.0,0.0,0
7.1,79.0,7.3,80.1,0.0,0.0,7.1,7.3,0.0,0.0,1,1,0.20000000000000018,0.0,0.0,0
7.1,78.0,7.2,79.6,0.0,-0.09999999999999964,7.1,7.279999999999999,0.0,0.0447213595502344,1,0,0.10000000000000053,0.0,0.09999999999999964,0
7.1,78.0,7.2,79.7,0.0,0.0,7.1,7.26,0.0,0.05477225575071343,1,1,0.10000000000000053,0.0,0.0,0
7.1,77.0,7.2,79.6,0.0,0.0,7.1,7.24,0.0,0.05477225575071541,1,1,0.10000000000000053,0.0,0.0,0
7.1,77.0,7.2,79.4,0.0,0.0,7.1,7.220000000000001,0.0,0.044721359550241965,1,1,0.10000000000000053,0.0,0.0,0
7.1,76.0,7.2,79.3,0.0,0.0,7.1,7.2,0.0,0.0,1,1,0.10000000000000053,0.0,0.0,0
7.1,76.0,7.1,79.1,0.0,-0.10000000000000053,7.1,7.18,0.0,0.04472135955024792,1,0,0.0,0.0,0.10000000000000053,0
7.1,76.0,7.2,79.0,0.0,0.10000000000000053,7.1,7.18,0.0,0.04472135955024792,1,0,0.10000000000000053,0.0,0.10000000000000053,0
7.1,76.0,7.1,78.8,0.0,-0.10000000000000053,7.1,7.159999999999999,0.0,0.05477225575072473,1,0,0.0,0.0,0.10000000000000053,0
7.1,76.0,7.1,78.8,0.0,0.0,7.1,7.139999999999999,0.0,0.0547722557507268,1,1,0.0,0.0,0.0,0
7.1,76.0,7.1,78.7,0.0,0.0,7.1,7.119999999999999,0.0,0.04472135955025557,1,1,0.0,0.0,0.0,0
7.1,76.0,7.1,78.6,0.0,0.0,7.1,7.12,0.0,0.04472135955025557,1,1,0.0,0.0,0.0,0
7.1,75.0,7.1,78.3,0.0,0.0,7.1,7.1,0.0,0.0,1,1,0.0,0.0,0.0,0
7.1,75.0,7.0,78.3,0.0,-0.09999999999999964,7.1,7.08,0.0,0.04472135955026108,1,0,0.09999999999999964,0.0,0.09999999999999964,0
7.1,75.0,7.0,78.2,0.0,0.0,7.1,7.06,0.0,0.05477225575073558,1,1,0.09999999999999964,0.0,0.0,0
7.1,75.0,7.0,78.0,0.0,0.0,7.1,7.040000000000001,0.0,0.054772255750737825,1,1,0.09999999999999964,0.0,0.0,0
7.0,75.0,7.0,78.0,-0.09999999999999964,0.0,7.08,7.019999999999999,0.044721359549813045,0.04472135955026941,0,1,0.0,0.09999999999999964,0.0,0
6.7,74.0,7.0,77.9,-0.2999999999999998,0.0,7.0,7.0,0.17320508075683846,0.0,0,1,0.2999999999999998,0.2999999999999998,0.0,0
6.7,74.0,7.0,77.8,0.0,0.0,6.92,7.0,0.20493901531914882,0.0,1,1,0.2999999999999998,0.0,0.0,0
6.7,74.0,7.0,77.8,0.0,0.0,6.839999999999999,7.0,0.19493588689613253,0.0,1,1,0.2999999999999998,0.0,0.0,0
6.7,74.0,7.0,77.7,0.0,0.0,6.76,7.0,0.13416407864991764,0.0,1,1,0.2999999999999998,0.0,0.0,0
6.7,74.0,6.9,77.3,0.0,-0.09999999999999964,6.7,6.9799999999999995,0.0,0.04472135955027536,1,0,0.20000000000000018,0.0,0.09999999999999964,0
6.7,74.0,6.9,77.6,0.0,0.0,6.7,6.959999999999999,0.0,0.054772255750747234,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.9,77.5,0.0,0.0,6.7,6.94,0.0,0.05477225575074948,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.9,77.4,0.0,0.0,6.7,6.92,0.0,0.04472135955028369,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.9,77.4,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.9,77.4,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.9,77.3,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.9,77.3,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.20000000000000018,0.0,0.0,0
6.7,73.0,6.8,77.2,0.0,-0.10000000000000053,6.7,6.88,0.0,0.04472135955029009,1,0,0.09999999999999964,0.0,0.10000000000000053,0
6.7,72.0,6.8,77.1,0.0,0.0,6.7,6.860000000000001,0.0,0.054772255750759544,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,77.0,0.0,0.0,6.7,6.840000000000001,0.0,0.05477225575076197,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.9,0.0,0.0,6.7,6.82,0.0,0.04472135955029903,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.8,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.7,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.6,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.6,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.5,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.8,76.4,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.09999999999999964,0.0,0.0,0
6.7,72.0,6.7,76.3,0.0,-0.09999999999999964,6.7,6.779999999999999,0.0,0.044721359550304096,1,0,0.0,0.0,0.09999999999999964,0
6.7,72.0,6.7,76.3,0.0,0.0,6.7,6.76,0.0,0.054772255750770334,1,1,0.0,0.0,0.0,0
6.7,72.0,6.8,78.2,0.0,0.09999999999999964,6.7,6.76,0.0,0.054772255750770334,1,0,0.09999999999999964,0.0,0.09999999999999964,0
6.7,74.0,6.9,80.9,0.0,0.10000000000000053,6.7,6.779999999999999,0.0,0.08366600265357245,1,0,0.20000000000000018,0.0,0.10000000000000053,0
7.1,76.0,7.2,83.6,0.39999999999999947,0.2999999999999998,6.779999999999999,6.860000000000001,0.17888543819993094,0.2073644135333416,0,0,0.10000000000000053,0.39999999999999947,0.2999999999999998,0
8.0,94.0,8.03687736368073,100.0,0.0,0.02954855707237565,8.0,8.03687736368073,0.32093613071763777,0.10954451150097617,0,0,0.03687736368073047,0.5,0.1999999999999993,1
8.3,76.0,8.385034683674455,79.8,0.3,0.3,8.3,8.385034683674455,0.0,0.04472135954999592,1,1,0.08503468367445421,0.0,0.0,1
8.6,76.0,8.741694346165854,80.7,0.3,0.3,8.6,8.741694346165854,0.0,0.05477225575050808,1,1,0.1416943461658544,0.0,0.0,1
8.9,94.0,8.987328965071521,100.0,0.3,0.3,8.9,8.987328965071521,0.21908902300208472,0.2701851217221153,1,0,0.08732896507152077,0.0,0.1999999999999993,1
9.2,90.0,9.243522733731272,98.3,0.3,0.3,9.2,9.243522733731272,0.17888543819996083,0.054772255750636115,1,1,0.04352273373127247,0.0,0.0,1
9.5,91.0,9.28698638961986,100.0,0.3,0.3,9.5,9.28698638961986,0.21908902300205144,0.05477225575062963,1,1,0.21301361038013944,0.0,0.0,1
9.8,94.0,9.901359741343846,100.0,0.3,0.3,9.8,9.901359741343846,0.31937438845344,0.2387467277262459,0,0,0.1013597413438454,0.40000000000000036,0.09999999999999964,1
10.1,76.0,10.285443335751541,80.4,0.3,0.3,10.1,10.285443335751541,0.0,0.044721359549987835,1,0,0.18544333575154148,0.0,0.10000000000000053,1
10.4,76.0,10.582726936293033,79.8,0.3,0.3,10.4,10.582726936293033,0.0,0.04472135954999592,1,1,0.18272693629303305,0.0,0.0,1
