timestamp,temperature1_c,humidity1_percent,temperature2_c,humidity2_percent,dT1,dT2,avgT1_5,avgT2_5,stdT1_5,stdT2_5,stuck_count1,stuck_count2,diffT,abs_dT1,abs_dT2,label
280,7.1,74.0,7.3,79.0,0.0,0.0,7.1,7.340000000000001,0.0,0.0547722557505242,1,1,0.2000000000000001,0.0,0.0,0
285,7.1,74.0,7.3,78.9,0.0,0.0,7.1,7.32,0.0,0.0447213595500054,1,1,0.2000000000000001,0.0,0.0,0
290,7.1,74.0,7.3,78.9,0.0,0.0,7.1,7.3,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
295,7.1,74.0,7.3,78.5,0.0,0.0,7.1,7.3,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
300,7.1,74.0,7.2,78.7,0.0,-0.0999999999999996,7.1,7.279999999999999,0.0,0.0447213595500069,1,0,0.1000000000000005,0.0,0.0999999999999996,0
305,7.1,74.0,7.2,78.7,0.0,0.0,7.1,7.26,0.0,0.0547722557505264,1,1,0.1000000000000005,0.0,0.0,0
310,7.1,74.0,7.2,78.6,0.0,0.0,7.1,7.24,0.0,0.0547722557505271,1,1,0.1000000000000005,0.0,0.0,0
315,7.1,74.0,7.2,78.6,0.0,0.0,7.1,7.220000000000001,0.0,0.0447213595500093,1,1,0.1000000000000005,0.0,0.0,0
320,7.1,74.0,7.2,78.2,0.0,0.0,7.1,7.2,0.0,0.0,1,1,0.1000000000000005,0.0,0.0,0
325,7.1,74.0,7.2,78.5,0.0,0.0,7.1,7.2,0.0,0.0,1,1,0.1000000000000005,0.0,0.0,0
330,7.1,73.0,7.2,78.4,0.0,0.0,7.1,7.2,0.0,0.0,1,1,0.1000000000000005,0.0,0.0,0
335,7.1,73.0,7.1,78.3,0.0,-0.1000000000000005,7.1,7.18,0.0,0.0447213595500118,1,0,0.0,0.0,0.1000000000000005,0
340,7.1,73.0,7.2,78.3,0.0,0.1000000000000005,7.1,7.18,0.0,0.0447213595500118,1,0,0.1000000000000005,0.0,0.1000000000000005,0
345,7.1,73.0,7.1,78.2,0.0,-0.1000000000000005,7.1,7.159999999999999,0.0,0.0547722557505306,1,0,0.0,0.0,0.1000000000000005,0
350,7.1,73.0,7.2,79.0,0.0,0.1000000000000005,7.1,7.159999999999999,0.0,0.0547722557505306,1,0,0.1000000000000005,0.0,0.1000000000000005,0
355,7.6,81.0,8.5,86.1,0.5,1.2999999999999998,7.2,7.419999999999999,0.2236067977499773,0.6058052492344387,0,0,0.9000000000000004,0.5,1.2999999999999998,0
360,8.4,84.0,8.9,94.9,0.8000000000000007,0.4000000000000003,7.459999999999999,7.779999999999999,0.5683308895353125,0.8526429498916879,0,0,0.5,0.8000000000000007,0.4000000000000003,1
365,8.8,88.0,9.3,100.0,0.4000000000000003,0.4000000000000003,7.8,8.2,0.7713624310270756,0.9999999999999992,0,0,0.5,0.4000000000000003,0.4000000000000003,1
370,9.6,89.0,9.9,100.0,0.7999999999999989,0.5999999999999996,8.3,8.760000000000002,0.9848857801796106,1.0139033484509246,0,0,0.3000000000000007,0.7999999999999989,0.5999999999999996,1
375,9.9,92.0,10.3,100.0,0.3000000000000007,0.4000000000000003,8.86,9.38,0.9262828941527542,0.7293833011524151,0,0,0.4000000000000003,0.3000000000000007,0.4000000000000003,1
380,10.3,93.0,10.5,100.0,0.4000000000000003,0.1999999999999993,9.400000000000002,9.78,0.7842193570679097,0.6723094525588585,0,0,0.1999999999999993,0.4000000000000003,0.1999999999999993,1
385,10.4,93.0,10.5,100.0,0.0999999999999996,0.0,9.8,10.1,0.6442049363362617,0.5099019513592685,0,1,0.0999999999999996,0.0999999999999996,0.0,0
390,10.8,94.0,10.5,100.0,0.4000000000000003,0.0,10.2,10.34,0.4636809247747945,0.2607680962080833,0,1,0.3000000000000007,0.4000000000000003,0.0,1
395,10.3,94.0,10.3,100.0,-0.5,-0.1999999999999993,10.34,10.42,0.3209361307176377,0.1095445115009761,0,0,0.0,0.5,0.1999999999999993,0
400,10.3,94.0,10.2,100.0,0.0,-0.1000000000000014,10.420000000000002,10.4,0.2167948338868082,0.1414213562372665,1,0,0.1000000000000014,0.0,0.1000000000000014,0
405,10.3,94.0,10.0,100.0,0.0,-0.1999999999999993,10.42,10.3,0.2167948338868082,0.212132034355938,1,0,0.3000000000000007,0.0,0.1999999999999993,0
410,9.9,94.0,9.9,100.0,-0.4000000000000003,-0.0999999999999996,10.32,10.18,0.31937438845344,0.2387467277262459,0,0,0.0,0.4000000000000003,0.0999999999999996,0
415,9.9,94.0,9.7,100.0,0.0,-0.200000000000001,10.14,10.02,0.2190890230020856,0.2387467277262505,1,0,0.200000000000001,0.0,0.200000000000001,0
420,9.9,94.0,9.5,100.0,0.0,-0.1999999999999993,10.06,9.86,0.2190890230020847,0.2701851217221153,1,0,0.4000000000000003,0.0,0.1999999999999993,0
425,9.6,94.0,9.3,100.0,-0.3000000000000007,-0.1999999999999993,9.919999999999998,9.68,0.2489979919597896,0.2863564212655207,0,0,0.2999999999999989,0.3000000000000007,0.1999999999999993,0
430,9.6,94.0,9.1,100.0,0.0,-0.200000000000001,9.78,9.5,0.16431676725157,0.3162277660168361,1,0,0.5,0.0,0.200000000000001,0
435,9.2,93.0,9.0,100.0,-0.4000000000000003,-0.0999999999999996,9.64,9.32,0.2880972058177687,0.2863564212655285,0,0,0.1999999999999993,0.4000000000000003,0.0999999999999996,0
440,9.2,93.0,8.9,100.0,0.0,-0.0999999999999996,9.499999999999998,9.16,0.3000000000000078,0.240831891575851,1,0,0.2999999999999989,0.0,0.0999999999999996,0
445,9.0,93.0,8.7,100.0,-0.1999999999999993,-0.200000000000001,9.32,9.0,0.2683281572999802,0.223606797749988,0,0,0.3000000000000007,0.1999999999999993,0.200000000000001,0
450,8.8,93.0,8.6,100.0,-0.1999999999999993,-0.0999999999999996,9.16,8.86,0.2966479394838292,0.2073644135332897,0,0,0.200000000000001,0.1999999999999993,0.0999999999999996,0
455,8.8,93.0,8.5,100.0,0.0,-0.0999999999999996,9.0,8.74,0.2000000000000004,0.2073644135332922,1,0,0.3000000000000007,0.0,0.0999999999999996,0
460,8.8,92.0,8.4,100.0,0.0,-0.0999999999999996,8.92,8.620000000000001,0.1788854381999818,0.1923538406167322,1,0,0.4000000000000003,0.0,0.0999999999999996,0
465,8.4,92.0,8.3,100.0,-0.4000000000000003,-0.0999999999999996,8.760000000000002,8.5,0.2190890230020623,0.1581138830084444,0,0,0.0999999999999996,0.4000000000000003,0.0999999999999996,0
470,8.4,92.0,8.3,100.0,0.0,0.0,8.64,8.42,0.2190890230020599,0.1303840481040867,1,1,0.0999999999999996,0.0,0.0,0
475,8.4,92.0,8.2,100.0,0.0,-0.1000000000000014,8.559999999999999,8.34,0.2190890230020582,0.1140175425099555,1,0,0.200000000000001,0.0,0.1000000000000014,0
480,8.4,92.0,8.1,100.0,0.0,-0.0999999999999996,8.48,8.26,0.1788854381999712,0.1140175425099586,1,0,0.3000000000000007,0.0,0.0999999999999996,0
485,8.4,92.0,8.1,100.0,0.0,0.0,8.4,8.2,0.0,0.100000000000054,1,1,0.3000000000000007,0.0,0.0,0
490,8.4,92.0,8.0,100.0,0.0,-0.0999999999999996,8.4,8.139999999999999,0.0,0.114017542509964,1,0,0.4000000000000003,0.0,0.0999999999999996,0
495,8.0,91.0,8.0,100.0,-0.4000000000000003,0.0,8.32,8.08,0.1788854381999668,0.0836660026534792,0,1,0.0,0.4000000000000003,0.0,0
500,8.0,91.0,8.0,100.0,0.0,0.0,8.24,8.04,0.2190890230020514,0.0547722557506296,1,1,0.0,0.0,0.0,0
505,8.0,91.0,7.9,99.9,0.0,-0.0999999999999996,8.16,8.0,0.2190890230020498,0.0707106781187444,1,0,0.0999999999999996,0.0,0.0999999999999996,0
510,8.0,90.0,7.9,98.3,0.0,0.0,8.08,7.960000000000001,0.1788854381999608,0.0547722557506361,1,1,0.0999999999999996,0.0,0.0,0
515,8.0,90.0,7.9,96.6,0.0,0.0,8.0,7.94,0.0,0.0547722557506381,1,1,0.0999999999999996,0.0,0.0,0
520,8.0,89.0,7.8,94.9,0.0,-0.1000000000000005,8.0,7.9,0.0,0.0707106781187523,1,0,0.2000000000000001,0.0,0.1000000000000005,0
525,8.0,89.0,7.8,93.9,0.0,0.0,8.0,7.860000000000001,0.0,0.0547722557506471,1,1,0.2000000000000001,0.0,0.0,0
530,7.7,88.0,7.8,92.7,-0.2999999999999998,0.0,7.94,7.840000000000001,0.1341640786499527,0.0547722557506491,0,1,0.0999999999999996,0.2999999999999998,0.0,0
535,7.6,88.0,7.8,91.5,-0.1000000000000005,0.0,7.860000000000001,7.82,0.194935886896154,0.0447213595501604,0,1,0.2000000000000001,0.1000000000000005,0.0,0
540,7.6,88.0,7.7,90.5,0.0,-0.0999999999999996,7.779999999999999,7.779999999999999,0.2049390153191664,0.0447213595501655,1,0,0.1000000000000005,0.0,0.0999999999999996,0
545,7.6,88.0,7.7,89.5,0.0,0.0,7.7,7.76,0.1732050807568556,0.0547722557506572,1,1,0.1000000000000005,0.0,0.0,0
550,7.6,87.0,7.7,88.6,0.0,0.0,7.62,7.74,0.0447213595498638,0.0547722557506592,1,1,0.1000000000000005,0.0,0.0,0
555,7.6,86.0,7.7,87.8,0.0,0.0,7.6,7.720000000000001,0.0,0.0447213595501731,1,1,0.1000000000000005,0.0,0.0,0
560,7.6,85.0,7.7,87.0,0.0,0.0,7.6,7.7,0.0,0.0,1,1,0.1000000000000005,0.0,0.0,0
565,7.6,85.0,7.6,86.4,0.0,-0.1000000000000005,7.6,7.68,0.0,0.044721359550179,1,0,0.0,0.0,0.1000000000000005,0
570,7.6,84.0,7.6,85.6,0.0,0.0,7.6,7.659999999999999,0.0,0.0547722557506685,1,1,0.0,0.0,0.0,0
575,7.6,84.0,7.5,84.7,0.0,-0.0999999999999996,7.6,7.62,0.0,0.0836660026535097,1,0,0.0999999999999996,0.0,0.0999999999999996,0
580,7.6,84.0,7.5,84.5,0.0,0.0,7.6,7.58,0.0,0.0836660026535124,1,1,0.0999999999999996,0.0,0.0,0
585,7.6,83.0,7.5,84.0,0.0,0.0,7.6,7.540000000000001,0.0,0.0547722557506809,1,1,0.0999999999999996,0.0,0.0,0
590,7.3,83.0,7.5,83.5,-0.2999999999999998,0.0,7.540000000000001,7.52,0.134164078649941,0.0447213595501997,0,1,0.2000000000000001,0.2999999999999998,0.0,0
595,7.1,82.0,7.5,83.0,-0.2000000000000001,0.0,7.439999999999999,7.5,0.2302172886643981,0.0,0,1,0.4000000000000003,0.2000000000000001,0.0,0
600,7.1,82.0,7.4,82.6,0.0,-0.0999999999999996,7.340000000000001,7.479999999999999,0.2509980079601949,0.0447213595502056,1,0,0.3000000000000007,0.0,0.0999999999999996,0
605,7.1,81.0,7.4,82.3,0.0,0.0,7.239999999999999,7.460000000000001,0.2190890230020325,0.0547722557506903,1,1,0.3000000000000007,0.0,0.0,0
610,7.1,81.0,7.4,81.9,0.0,0.0,7.140000000000001,7.44,0.0894427190999033,0.0547722557506925,1,1,0.3000000000000007,0.0,0.0,0
615,7.1,80.0,7.4,81.6,0.0,0.0,7.1,7.42,0.0,0.0447213595502139,1,1,0.3000000000000007,0.0,0.0,0
620,7.1,80.0,7.4,81.3,0.0,0.0,7.1,7.4,0.0,0.0,1,1,0.3000000000000007,0.0,0.0,0
625,7.1,80.0,7.3,81.0,0.0,-0.1000000000000005,7.1,7.38,0.0,0.0447213595502204,1,0,0.2000000000000001,0.0,0.1000000000000005,0
630,7.1,80.0,7.3,80.4,0.0,0.0,7.1,7.360000000000001,0.0,0.0547722557507026,1,1,0.2000000000000001,0.0,0.0,0
635,7.1,80.0,7.3,80.6,0.0,0.0,7.1,7.340000000000001,0.0,0.054772255750705,1,1,0.2000000000000001,0.0,0.0,0
640,7.1,79.0,7.3,80.4,0.0,0.0,7.1,7.32,0.0,0.0447213595502293,1,1,0.2000000000000001,0.0,0.0,0
645,7.1,79.0,7.3,80.1,0.0,0.0,7.1,7.3,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
650,7.1,78.0,7.2,79.6,0.0,-0.0999999999999996,7.1,7.279999999999999,0.0,0.0447213595502344,1,0,0.1000000000000005,0.0,0.0999999999999996,0
655,7.1,78.0,7.2,79.7,0.0,0.0,7.1,7.26,0.0,0.0547722557507134,1,1,0.1000000000000005,0.0,0.0,0
660,7.1,77.0,7.2,79.6,0.0,0.0,7.1,7.24,0.0,0.0547722557507154,1,1,0.1000000000000005,0.0,0.0,0
665,7.1,77.0,7.2,79.4,0.0,0.0,7.1,7.220000000000001,0.0,0.0447213595502419,1,1,0.1000000000000005,0.0,0.0,0
670,7.1,76.0,7.2,79.3,0.0,0.0,7.1,7.2,0.0,0.0,1,1,0.1000000000000005,0.0,0.0,0
675,7.1,76.0,7.1,79.1,0.0,-0.1000000000000005,7.1,7.18,0.0,0.0447213595502479,1,0,0.0,0.0,0.1000000000000005,0
680,7.1,76.0,7.2,79.0,0.0,0.1000000000000005,7.1,7.18,0.0,0.0447213595502479,1,0,0.1000000000000005,0.0,0.1000000000000005,0
685,7.1,76.0,7.1,78.8,0.0,-0.1000000000000005,7.1,7.159999999999999,0.0,0.0547722557507247,1,0,0.0,0.0,0.1000000000000005,0
690,7.1,76.0,7.1,78.8,0.0,0.0,7.1,7.139999999999999,0.0,0.0547722557507268,1,1,0.0,0.0,0.0,0
695,7.1,76.0,7.1,78.7,0.0,0.0,7.1,7.119999999999999,0.0,0.0447213595502555,1,1,0.0,0.0,0.0,0
700,7.1,76.0,7.1,78.6,0.0,0.0,7.1,7.12,0.0,0.0447213595502555,1,1,0.0,0.0,0.0,0
705,7.1,75.0,7.1,78.3,0.0,0.0,7.1,7.1,0.0,0.0,1,1,0.0,0.0,0.0,0
710,7.1,75.0,7.0,78.3,0.0,-0.0999999999999996,7.1,7.08,0.0,0.044721359550261,1,0,0.0999999999999996,0.0,0.0999999999999996,0
715,7.1,75.0,7.0,78.2,0.0,0.0,7.1,7.06,0.0,0.0547722557507355,1,1,0.0999999999999996,0.0,0.0,0
720,7.1,75.0,7.0,78.0,0.0,0.0,7.1,7.040000000000001,0.0,0.0547722557507378,1,1,0.0999999999999996,0.0,0.0,0
725,7.0,75.0,7.0,78.0,-0.0999999999999996,0.0,7.08,7.019999999999999,0.044721359549813,0.0447213595502694,0,1,0.0,0.0999999999999996,0.0,0
730,6.7,74.0,7.0,77.9,-0.2999999999999998,0.0,7.0,7.0,0.1732050807568384,0.0,0,1,0.2999999999999998,0.2999999999999998,0.0,0
735,6.7,74.0,7.0,77.8,0.0,0.0,6.92,7.0,0.2049390153191488,0.0,1,1,0.2999999999999998,0.0,0.0,0
740,6.7,74.0,7.0,77.8,0.0,0.0,6.839999999999999,7.0,0.1949358868961325,0.0,1,1,0.2999999999999998,0.0,0.0,0
745,6.7,74.0,7.0,77.7,0.0,0.0,6.76,7.0,0.1341640786499176,0.0,1,1,0.2999999999999998,0.0,0.0,0
750,6.7,74.0,6.9,77.3,0.0,-0.0999999999999996,6.7,6.98,0.0,0.0447213595502753,1,0,0.2000000000000001,0.0,0.0999999999999996,0
755,6.7,74.0,6.9,77.6,0.0,0.0,6.7,6.959999999999999,0.0,0.0547722557507472,1,1,0.2000000000000001,0.0,0.0,0
760,6.7,73.0,6.9,77.5,0.0,0.0,6.7,6.94,0.0,0.0547722557507494,1,1,0.2000000000000001,0.0,0.0,0
765,6.7,73.0,6.9,77.4,0.0,0.0,6.7,6.92,0.0,0.0447213595502836,1,1,0.2000000000000001,0.0,0.0,0
770,6.7,73.0,6.9,77.4,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
775,6.7,73.0,6.9,77.4,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
780,6.7,73.0,6.9,77.3,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
785,6.7,73.0,6.9,77.3,0.0,0.0,6.7,6.9,0.0,0.0,1,1,0.2000000000000001,0.0,0.0,0
790,6.7,73.0,6.8,77.2,0.0,-0.1000000000000005,6.7,6.88,0.0,0.04472135955029,1,0,0.0999999999999996,0.0,0.1000000000000005,0
795,6.7,72.0,6.8,77.1,0.0,0.0,6.7,6.860000000000001,0.0,0.0547722557507595,1,1,0.0999999999999996,0.0,0.0,0
800,6.7,72.0,6.8,77.0,0.0,0.0,6.7,6.840000000000001,0.0,0.0547722557507619,1,1,0.0999999999999996,0.0,0.0,0
805,6.7,72.0,6.8,76.9,0.0,0.0,6.7,6.82,0.0,0.044721359550299,1,1,0.0999999999999996,0.0,0.0,0
810,6.7,72.0,6.8,76.8,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.0999999999999996,0.0,0.0,0
815,6.7,72.0,6.8,76.7,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.0999999999999996,0.0,0.0,0
820,6.7,72.0,6.8,76.6,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.0999999999999996,0.0,0.0,0
825,6.7,72.0,6.8,76.6,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.0999999999999996,0.0,0.0,0
830,6.7,72.0,6.8,76.5,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.0999999999999996,0.0,0.0,0
835,6.7,72.0,6.8,76.4,0.0,0.0,6.7,6.8,0.0,0.0,1,1,0.0999999999999996,0.0,0.0,0
840,6.7,72.0,6.7,76.3,0.0,-0.0999999999999996,6.7,6.779999999999999,0.0,0.044721359550304,1,0,0.0,0.0,0.0999999999999996,0
845,6.7,72.0,6.7,76.3,0.0,0.0,6.7,6.76,0.0,0.0547722557507703,1,1,0.0,0.0,0.0,0
850,6.7,72.0,6.8,78.2,0.0,0.0999999999999996,6.7,6.76,0.0,0.0547722557507703,1,0,0.0999999999999996,0.0,0.0999999999999996,0
855,6.7,74.0,6.9,80.9,0.0,0.1000000000000005,6.7,6.779999999999999,0.0,0.0836660026535724,1,0,0.2000000000000001,0.0,0.1000000000000005,0
860,7.1,76.0,7.2,83.6,0.3999999999999994,0.2999999999999998,6.779999999999999,6.860000000000001,0.1788854381999309,0.2073644135333416,0,0,0.1000000000000005,0.3999999999999994,0.2999999999999998,0
865,8.0,94.0,8.03687736368073,100.0,0.0,0.0295485570723756,8.0,8.03687736368073,0.3209361307176377,0.1095445115009761,0,0,0.0368773636807304,0.5,0.1999999999999993,1
870,8.3,76.0,8.385034683674455,79.8,0.3,0.3,8.3,8.385034683674455,0.0,0.0447213595499959,1,1,0.0850346836744542,0.0,0.0,1
875,8.6,76.0,8.741694346165854,80.7,0.3,0.3,8.6,8.741694346165854,0.0,0.054772255750508,1,1,0.1416943461658544,0.0,0.0,1
880,8.9,94.0,8.987328965071521,100.0,0.3,0.3,8.9,8.987328965071521,0.2190890230020847,0.2701851217221153,1,0,0.0873289650715207,0.0,0.1999999999999993,1
885,9.2,90.0,9.243522733731272,98.3,0.3,0.3,9.2,9.243522733731272,0.1788854381999608,0.0547722557506361,1,1,0.0435227337312724,0.0,0.0,1
